Suburb,Address,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,address,latitude,longitude,geometry,School_Name,School_Rank
Kew,1/177 Brougham St,2,h,758000.0,1/07/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"1/177 Brougham St,Kew,3101,Victoria,Australia",-37.7983402,145.03173,POINT (145.03173 -37.7983402),Kew High School,29
Kew,2/8 Pleasant Av,3,h,975000.0,1/07/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/8 Pleasant Av,Kew,3101,Victoria,Australia",-37.8050214,145.0561826,POINT (145.0561826 -37.8050214),Kew High School,29
Kew East,2/13 Westbrook St,2,u,862000.0,1/07/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"2/13 Westbrook St,Kew East,3102,Victoria,Australia",-37.7960999,145.0526695,POINT (145.0526695 -37.7960999),Kew High School,29
Balwyn North,1170 Burke Rd,4,h,2740000.0,1/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"1170 Burke Rd,Balwyn North,3104,Victoria,Australia",-37.78506470000001,145.06340749999998,POINT (145.0634075 -37.78506470000001),Kew High School,29
Balwyn North,3/3 Corhampton Rd,2,h,815000.0,1/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"3/3 Corhampton Rd,Balwyn North,3104,Victoria,Australia",-37.8012588,145.0661138,POINT (145.0661138 -37.8012588),Kew High School,29
Ivanhoe East,41 Streeton Cr,5,h,1950000.0,1/09/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"41 Streeton Cr,Ivanhoe East,3079,Victoria,Australia",-37.7715494,145.0673699,POINT (145.0673699 -37.7715494),Kew High School,29
Kew,2/77 Princess St,4,h,1482000.0,1/09/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/77 Princess St,Kew,3101,Victoria,Australia",-37.7996977,145.03018480000003,POINT (145.0301848 -37.7996977),Kew High School,29
Kew East,65 Windella Av,4,h,1850000.0,1/09/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"65 Windella Av,Kew East,3102,Victoria,Australia",-37.7953021,145.0503419,POINT (145.0503419 -37.7953021),Kew High School,29
Alphington,3 Roemer Cr,5,h,2930000.0,2/06/2018,3078,Northern Metropolitan,2211,5.7,Darebin City Council,"3 Roemer Cr,Alphington,3078,Victoria,Australia",-37.786320399999994,145.0315181,POINT (145.0315181 -37.78632039999999),Kew High School,29
Ivanhoe East,23 Hilltop Cr,4,h,1720000.0,2/06/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"23 Hilltop Cr,Ivanhoe East,3079,Victoria,Australia",-37.7698689,145.0560897,POINT (145.0560897 -37.7698689),Kew High School,29
Kew,68 Fitzwilliam St,3,h,1950000.0,2/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"68 Fitzwilliam St,Kew,3101,Victoria,Australia",-37.8133982,145.04602480000003,POINT (145.0460248 -37.8133982),Kew High School,29
Kew,59 Malmsbury St,4,h,1700000.0,2/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"59 Malmsbury St,Kew,3101,Victoria,Australia",-37.80284210000001,145.035944,POINT (145.035944 -37.80284210000001),Kew High School,29
Kew,6/120 Princess St,1,u,400000.0,2/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"6/120 Princess St,Kew,3101,Victoria,Australia",-37.7996977,145.03018480000003,POINT (145.0301848 -37.7996977),Kew High School,29
Kew,19 Second Av,4,h,2000000.0,2/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"19 Second Av,Kew,3101,Victoria,Australia",-37.8035914,145.06137959999998,POINT (145.0613796 -37.8035914),Kew High School,29
Kew,117A Willsmere Rd,3,t,1095000.0,2/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"117A Willsmere Rd,Kew,3101,Victoria,Australia",-37.795877600000004,145.0358108,POINT (145.0358108 -37.7958776),Kew High School,29
Kew East,29 Keystone Cr,3,h,2200000.0,2/06/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"29 Keystone Cr,Kew East,3102,Victoria,Australia",-37.7861907,145.061197,POINT (145.061197 -37.7861907),Kew High School,29
Kew East,3/34 Strathalbyn St,2,u,660000.0,2/06/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"3/34 Strathalbyn St,Kew East,3102,Victoria,Australia",-37.7990554,145.0508821,POINT (145.0508821 -37.7990554),Kew High School,29
Alphington,26 Lucerne Cr,4,h,2420000.0,3/03/2018,3078,Northern Metropolitan,2211,5.7,Darebin City Council,"26 Lucerne Cr,Alphington,3078,Victoria,Australia",-37.7852309,145.0347233,POINT (145.0347233 -37.7852309),Kew High School,29
Balwyn North,337 Doncaster Rd,5,h,1510000.0,3/03/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"337 Doncaster Rd,Balwyn North,3104,Victoria,Australia",-37.7929552,145.06727949999998,POINT (145.0672795 -37.7929552),Kew High School,29
Balwyn North,18 Riverside Av,4,h,1905000.0,3/03/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"18 Riverside Av,Balwyn North,3104,Victoria,Australia",-37.7900445,145.0669231,POINT (145.0669231 -37.7900445),Kew High School,29
Deepdene,2/11 Peverill St,3,u,862500.0,3/03/2018,3103,Southern Metropolitan,892,7.9,Boroondara City Council,"2/11 Peverill St,Deepdene,3103,Victoria,Australia",-37.8141681,145.05998630000002,POINT (145.0599863 -37.8141681),Kew High School,29
Ivanhoe,103 The Boulevard,4,h,2579500.0,3/03/2018,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,"103 The Boulevard,Ivanhoe,3079,Victoria,Australia",-37.778181700000005,145.0444313,POINT (145.0444313 -37.7781817),Kew High School,29
Ivanhoe East,2/33 Carmichael St,2,u,572000.0,3/03/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"2/33 Carmichael St,Ivanhoe East,3079,Victoria,Australia",-37.7709477,145.05818180000003,POINT (145.0581818 -37.7709477),Kew High School,29
Ivanhoe East,28 Otterington Gr,2,h,1490000.0,3/03/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"28 Otterington Gr,Ivanhoe East,3079,Victoria,Australia",-37.7767217,145.0563858,POINT (145.0563858 -37.7767217),Kew High School,29
Ivanhoe East,170 The Boulevard,4,h,1930000.0,3/03/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"170 The Boulevard,Ivanhoe East,3079,Victoria,Australia",-37.7772542,145.0553186,POINT (145.0553186 -37.7772542),Kew High School,29
Kew,158 Eglinton St,4,h,2325000.0,3/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"158 Eglinton St,Kew,3101,Victoria,Australia",-37.8000355,145.03644309999999,POINT (145.0364431 -37.8000355),Kew High School,29
Kew,13/62 Mary St,2,u,617000.0,3/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"13/62 Mary St,Kew,3101,Victoria,Australia",-37.8041888,145.0384415,POINT (145.0384415 -37.8041888),Kew High School,29
Kew,3/32 Ridgeway Av,2,t,1135000.0,3/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/32 Ridgeway Av,Kew,3101,Victoria,Australia",-37.807762700000005,145.0388028,POINT (145.0388028 -37.8077627),Kew High School,29
Kew East,6 Kitchener St,4,h,2120000.0,3/03/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"6 Kitchener St,Kew East,3102,Victoria,Australia",-37.7964222,145.0473588,POINT (145.0473588 -37.7964222),Kew High School,29
Ivanhoe East,6 Oakdene Pl,3,h,2525000.0,3/06/2017,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"6 Oakdene Pl,Ivanhoe East,3079,Victoria,Australia",-37.7713631,145.0593696,POINT (145.0593696 -37.7713631),Kew High School,29
Kew,3/26 Edgevale Rd,2,t,942000.0,3/06/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/26 Edgevale Rd,Kew,3101,Victoria,Australia",-37.8094859,145.04361219999998,POINT (145.0436122 -37.8094859),Kew High School,29
Kew,139 Eglinton St,2,h,912500.0,3/06/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"139 Eglinton St,Kew,3101,Victoria,Australia",-37.8000355,145.03644309999999,POINT (145.0364431 -37.8000355),Kew High School,29
Kew,1/321 High St,1,u,515000.0,3/06/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"1/321 High St,Kew,3101,Victoria,Australia",-37.8011956,145.04630840000002,POINT (145.0463084 -37.8011956),Kew High School,29
Kew,3/29 Mary St,2,u,672000.0,3/06/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/29 Mary St,Kew,3101,Victoria,Australia",-37.8041888,145.0384415,POINT (145.0384415 -37.8041888),Kew High School,29
Kew East,11 Arden Ct,4,h,2162000.0,3/06/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"11 Arden Ct,Kew East,3102,Victoria,Australia",-37.79196629999999,145.058286,POINT (145.058286 -37.79196629999999),Kew High School,29
Kew East,7 Riverside Dr,3,h,2260000.0,3/06/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"7 Riverside Dr,Kew East,3102,Victoria,Australia",-37.790392499999996,145.0644667,POINT (145.0644667 -37.7903925),Kew High School,29
Balwyn,166 Gordon St,2,h,2100000.0,3/09/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,"166 Gordon St,Balwyn,3103,Victoria,Australia",-37.8072018,145.06405880000003,POINT (145.0640588 -37.8072018),Kew High School,29
Balwyn North,153 Doncaster Rd,3,h,1500000.0,3/09/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"153 Doncaster Rd,Balwyn North,3104,Victoria,Australia",-37.7929552,145.06727949999998,POINT (145.0672795 -37.7929552),Kew High School,29
Balwyn North,32 Maylands Av,2,h,1305000.0,3/09/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"32 Maylands Av,Balwyn North,3104,Victoria,Australia",-37.798382600000004,145.0679954,POINT (145.0679954 -37.7983826),Kew High School,29
Kew,13 Annadale St,3,h,1635000.0,3/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"13 Annadale St,Kew,3101,Victoria,Australia",-37.809557500000004,145.045599,POINT (145.045599 -37.8095575),Kew High School,29
Kew,51 Rowland St,2,h,4800000.0,3/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"51 Rowland St,Kew,3101,Victoria,Australia",-37.8118033,145.0519666,POINT (145.0519666 -37.8118033),Kew High School,29
Kew,2/28 Wimba Av,3,u,970000.0,3/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/28 Wimba Av,Kew,3101,Victoria,Australia",-37.8091218,145.05041699999998,POINT (145.050417 -37.8091218),Kew High School,29
Kew,7 Wimba Av,5,h,6240000.0,3/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"7 Wimba Av,Kew,3101,Victoria,Australia",-37.8091218,145.05041699999998,POINT (145.050417 -37.8091218),Kew High School,29
Kew East,34 Baker Av,4,h,2040000.0,3/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"34 Baker Av,Kew East,3102,Victoria,Australia",-37.792286600000004,145.0446176,POINT (145.0446176 -37.7922866),Kew High School,29
Kew East,43 Oswin St,4,h,2490000.0,3/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"43 Oswin St,Kew East,3102,Victoria,Australia",-37.792662799999995,145.05699199999998,POINT (145.056992 -37.7926628),Kew High School,29
Kew East,4/34 Strathalbyn St,2,u,620000.0,3/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"4/34 Strathalbyn St,Kew East,3102,Victoria,Australia",-37.7990554,145.0508821,POINT (145.0508821 -37.7990554),Kew High School,29
Ivanhoe East,1/18 Carmichael St,2,u,629000.0,3/09/2017,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"1/18 Carmichael St,Ivanhoe East,3079,Victoria,Australia",-37.7709477,145.05818180000003,POINT (145.0581818 -37.7709477),Kew High School,29
Kew,8 Bradford Av,4,h,3060000.0,3/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"8 Bradford Av,Kew,3101,Victoria,Australia",-37.8100515,145.0581534,POINT (145.0581534 -37.8100515),Kew High School,29
Kew,57 Derby St,4,h,1690000.0,3/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"57 Derby St,Kew,3101,Victoria,Australia",-37.7983201,145.03803330000002,POINT (145.0380333 -37.7983201),Kew High School,29
Kew East,2/68 Westbrook St,3,t,1020000.0,3/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"2/68 Westbrook St,Kew East,3102,Victoria,Australia",-37.7960999,145.0526695,POINT (145.0526695 -37.7960999),Kew High School,29
Balwyn,129 Gordon St,3,h,2200000.0,3/12/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,"129 Gordon St,Balwyn,3103,Victoria,Australia",-37.8072018,145.06405880000003,POINT (145.0640588 -37.8072018),Kew High School,29
Balwyn North,45 Riverside Av,3,h,2160000.0,3/12/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"45 Riverside Av,Balwyn North,3104,Victoria,Australia",-37.7900445,145.0669231,POINT (145.0669231 -37.7900445),Kew High School,29
Ivanhoe East,23 Hilltop Cr,4,h,1775000.0,3/12/2016,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"23 Hilltop Cr,Ivanhoe East,3079,Victoria,Australia",-37.7698689,145.0560897,POINT (145.0560897 -37.7698689),Kew High School,29
Ivanhoe East,271 The Boulevard,5,h,3850000.0,3/12/2016,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"271 The Boulevard,Ivanhoe East,3079,Victoria,Australia",-37.7772542,145.0553186,POINT (145.0553186 -37.7772542),Kew High School,29
Kew,3 Childers St,3,h,1530000.0,8/09/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3 Childers St,Kew,3101,Victoria,Australia",-37.7995253,145.043465,POINT (145.043465 -37.7995253),Kew High School,29
Kew,21 Disraeli St,3,h,1200000.0,8/09/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"21 Disraeli St,Kew,3101,Victoria,Australia",-37.800452899999996,145.0396489,POINT (145.0396489 -37.8004529),Kew High School,29
Kew,66 Malmsbury St,3,h,1346000.0,8/09/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"66 Malmsbury St,Kew,3101,Victoria,Australia",-37.80284210000001,145.035944,POINT (145.035944 -37.80284210000001),Kew High School,29
Kew,16 Wimba Av,4,h,3425000.0,8/09/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"16 Wimba Av,Kew,3101,Victoria,Australia",-37.8091218,145.05041699999998,POINT (145.050417 -37.8091218),Kew High School,29
Balwyn North,2/34 Doncaster Rd,3,u,1050000.0,8/10/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"2/34 Doncaster Rd,Balwyn North,3104,Victoria,Australia",-37.7929552,145.06727949999998,POINT (145.0672795 -37.7929552),Kew High School,29
Bulleen,49 Furneaux Gr,4,h,1002000.0,8/10/2016,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,"49 Furneaux Gr,Bulleen,3105,Victoria,Australia",-37.7778848,145.08911930000002,POINT (145.0891193 -37.7778848),Kew High School,29
Ivanhoe East,44 Keam St,4,h,1660000.0,8/10/2016,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"44 Keam St,Ivanhoe East,3079,Victoria,Australia",-37.769200899999994,145.06676159999998,POINT (145.0667616 -37.76920089999999),Kew High School,29
Kew,21 Gordon Av,2,h,1210000.0,8/10/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"21 Gordon Av,Kew,3101,Victoria,Australia",-37.8112229,145.0364687,POINT (145.0364687 -37.8112229),Kew High School,29
Kew East,14 Irymple Av,4,h,2908000.0,8/10/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"14 Irymple Av,Kew East,3102,Victoria,Australia",-37.7927888,145.0581585,POINT (145.0581585 -37.7927888),Kew High School,29
Kew East,19 Woolcock Av,4,h,1805000.0,8/10/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"19 Woolcock Av,Kew East,3102,Victoria,Australia",-37.7951714,145.0452768,POINT (145.0452768 -37.7951714),Kew High School,29
Ivanhoe East,39 King St,4,h,1950000.0,9/06/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"39 King St,Ivanhoe East,3079,Victoria,Australia",-37.7705031,145.0596725,POINT (145.0596725 -37.7705031),Kew High School,29
Balwyn North,223 Doncaster Rd,4,h,1790000.0,9/09/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"223 Doncaster Rd,Balwyn North,3104,Victoria,Australia",-37.7929552,145.06727949999998,POINT (145.0672795 -37.7929552),Kew High School,29
Kew,2/283 Barkers Rd,2,u,920000.0,9/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/283 Barkers Rd,Kew,3101,Victoria,Australia",-37.8159775,145.04763930000001,POINT (145.0476393 -37.8159775),Kew High School,29
Kew,5 Childers St,3,h,1250000.0,9/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"5 Childers St,Kew,3101,Victoria,Australia",-37.7995253,145.043465,POINT (145.043465 -37.7995253),Kew High School,29
Kew,118 Derby St,3,h,1950000.0,9/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"118 Derby St,Kew,3101,Victoria,Australia",-37.7983201,145.03803330000002,POINT (145.0380333 -37.7983201),Kew High School,29
Kew,40 Mary St,3,h,1405000.0,9/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"40 Mary St,Kew,3101,Victoria,Australia",-37.8041888,145.0384415,POINT (145.0384415 -37.8041888),Kew High School,29
Kew East,38 Bennett Pde,3,h,1700000.0,9/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"38 Bennett Pde,Kew East,3102,Victoria,Australia",-37.795058000000004,145.06072949999998,POINT (145.0607295 -37.795058),Kew High School,29
Kew East,11 Coleman Av,4,h,2000000.0,9/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"11 Coleman Av,Kew East,3102,Victoria,Australia",-37.7933119,145.0456302,POINT (145.0456302 -37.7933119),Kew High School,29
Kew East,29 Elm Gr,3,h,1655000.0,9/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"29 Elm Gr,Kew East,3102,Victoria,Australia",-37.788712700000005,145.0475865,POINT (145.0475865 -37.7887127),Kew High School,29
Kew East,62 Kilby Rd,4,h,1980000.0,9/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"62 Kilby Rd,Kew East,3102,Victoria,Australia",-37.79217020000001,145.05263300000001,POINT (145.052633 -37.79217020000001),Kew High School,29
Balwyn North,1/41 Corhampton Rd,3,u,1910000.0,9/12/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"1/41 Corhampton Rd,Balwyn North,3104,Victoria,Australia",-37.8012588,145.0661138,POINT (145.0661138 -37.8012588),Kew High School,29
Balwyn North,18 Kyora Pde,4,h,1760000.0,9/12/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"18 Kyora Pde,Balwyn North,3104,Victoria,Australia",-37.7880713,145.0670934,POINT (145.0670934 -37.7880713),Kew High School,29
Balwyn North,134 Maud St,3,h,1750000.0,9/12/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"134 Maud St,Balwyn North,3104,Victoria,Australia",-37.794725799999995,145.067496,POINT (145.067496 -37.79472579999999),Kew High School,29
Eaglemont,12 Brooke St,4,h,2175000.0,9/12/2017,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,"12 Brooke St,Eaglemont,3084,Victoria,Australia",-37.7665552,145.05970480000002,POINT (145.0597048 -37.7665552),Kew High School,29
Ivanhoe,1/29 Clark Rd,2,h,1160000.0,9/12/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,"1/29 Clark Rd,Ivanhoe,3079,Victoria,Australia",-37.7815641,145.0397081,POINT (145.0397081 -37.7815641),Kew High School,29
Kew,8 Adeney Av,6,h,5200000.0,9/12/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"8 Adeney Av,Kew,3101,Victoria,Australia",-37.805751799999996,145.04825280000003,POINT (145.0482528 -37.8057518),Kew High School,29
Kew,3/385 Barkers Rd,3,u,982500.0,9/12/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/385 Barkers Rd,Kew,3101,Victoria,Australia",-37.8159775,145.04763930000001,POINT (145.0476393 -37.8159775),Kew High School,29
Kew,32 Grandview Tce,3,h,1705000.0,9/12/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"32 Grandview Tce,Kew,3101,Victoria,Australia",-37.793287,145.0351892,POINT (145.0351892 -37.793287),Kew High School,29
Kew,22 Marshall Av,4,h,3923000.0,9/12/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"22 Marshall Av,Kew,3101,Victoria,Australia",-37.806698100000006,145.04659719999998,POINT (145.0465972 -37.80669810000001),Kew High School,29
Kew,1/2 St Johns Pde,2,u,685000.0,9/12/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"1/2 St Johns Pde,Kew,3101,Victoria,Australia",-37.8075667,145.03680469999998,POINT (145.0368047 -37.8075667),Kew High School,29
Balwyn North,4/17 Doncaster Rd,2,u,745000.0,10/02/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"4/17 Doncaster Rd,Balwyn North,3104,Victoria,Australia",-37.7929552,145.06727949999998,POINT (145.0672795 -37.7929552),Kew High School,29
Balwyn North,8 Corhampton Rd,3,h,2315000.0,10/03/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"8 Corhampton Rd,Balwyn North,3104,Victoria,Australia",-37.8012588,145.0661138,POINT (145.0661138 -37.8012588),Kew High School,29
Balwyn North,1/31 Hatfield St,2,u,721000.0,10/03/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"1/31 Hatfield St,Balwyn North,3104,Victoria,Australia",-37.793053799999996,145.0665898,POINT (145.0665898 -37.7930538),Kew High School,29
Eaglemont,1 The Righi,4,h,1687000.0,10/09/2016,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,"1 The Righi,Eaglemont,3084,Victoria,Australia",-37.76877,145.0564304,POINT (145.0564304 -37.76877),Kew High School,29
Ivanhoe,15 Fairy St,3,h,1796000.0,10/09/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,"15 Fairy St,Ivanhoe,3079,Victoria,Australia",-37.776728399999996,145.0433345,POINT (145.0433345 -37.7767284),Kew High School,29
Kew,23 Campbell St,3,h,1875000.0,10/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"23 Campbell St,Kew,3101,Victoria,Australia",-37.8019887,145.0561562,POINT (145.0561562 -37.8019887),Kew High School,29
Kew,16 Charles St,5,h,2850000.0,10/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"16 Charles St,Kew,3101,Victoria,Australia",-37.8073753,145.03543019999998,POINT (145.0354302 -37.8073753),Kew High School,29
Kew,3 First Av,5,h,2110000.0,10/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3 First Av,Kew,3101,Victoria,Australia",-37.8013699,145.0592507,POINT (145.0592507 -37.8013699),Kew High School,29
Kew,4 Franks Gr,4,h,2550000.0,10/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"4 Franks Gr,Kew,3101,Victoria,Australia",-37.809557500000004,145.0389472,POINT (145.0389472 -37.8095575),Kew High School,29
Kew East,1/23 Windella Av,3,u,1250000.0,10/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"1/23 Windella Av,Kew East,3102,Victoria,Australia",-37.7953021,145.0503419,POINT (145.0503419 -37.7953021),Kew High School,29
Balwyn North,185 Doncaster Rd,4,h,1702000.0,10/12/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"185 Doncaster Rd,Balwyn North,3104,Victoria,Australia",-37.7929552,145.06727949999998,POINT (145.0672795 -37.7929552),Kew High School,29
Balwyn North,17 Maylands Av,4,h,3300000.0,10/12/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"17 Maylands Av,Balwyn North,3104,Victoria,Australia",-37.798382600000004,145.0679954,POINT (145.0679954 -37.7983826),Kew High School,29
Ivanhoe East,3/36 Wilfred Rd,3,u,1260000.0,10/12/2016,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"3/36 Wilfred Rd,Ivanhoe East,3079,Victoria,Australia",-37.7749955,145.0534456,POINT (145.0534456 -37.7749955),Kew High School,29
Kew,75 Derby St,4,h,1910000.0,10/12/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"75 Derby St,Kew,3101,Victoria,Australia",-37.7983201,145.03803330000002,POINT (145.0380333 -37.7983201),Kew High School,29
Kew,17 Gladstone St,3,h,1410000.0,10/12/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"17 Gladstone St,Kew,3101,Victoria,Australia",-37.800627899999995,145.04101819999997,POINT (145.0410182 -37.80062789999999),Kew High School,29
Kew,3/505 High St,2,u,515000.0,10/12/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/505 High St,Kew,3101,Victoria,Australia",-37.8011956,145.04630840000002,POINT (145.0463084 -37.8011956),Kew High School,29
Kew,3/8 Mountain Gr,2,h,890000.0,10/12/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/8 Mountain Gr,Kew,3101,Victoria,Australia",-37.8119076,145.0587916,POINT (145.0587916 -37.8119076),Kew High School,29
Kew East,52 Frater St,3,h,1920000.0,10/12/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"52 Frater St,Kew East,3102,Victoria,Australia",-37.790101,145.0612057,POINT (145.0612057 -37.790101),Kew High School,29
Balwyn North,4/9 Maylands Av,2,u,610000.0,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"4/9 Maylands Av,Balwyn North,3104,Victoria,Australia",-37.798382600000004,145.0679954,POINT (145.0679954 -37.7983826),Kew High School,29
Eaglemont,6 Glen Dr,5,h,2700000.0,15/09/2018,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,"6 Glen Dr,Eaglemont,3084,Victoria,Australia",-37.7687805,145.06149140000002,POINT (145.0614914 -37.7687805),Kew High School,29
Ivanhoe East,317 The Boulevard,5,h,1970000.0,15/09/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"317 The Boulevard,Ivanhoe East,3079,Victoria,Australia",-37.7772542,145.0553186,POINT (145.0553186 -37.7772542),Kew High School,29
Ivanhoe East,31 Warncliffe Rd,5,h,2600000.0,15/09/2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"31 Warncliffe Rd,Ivanhoe East,3079,Victoria,Australia",-37.775640700000004,145.0595649,POINT (145.0595649 -37.7756407),Kew High School,29
Kew,1/50 Gladstone St,2,t,870000.0,15/09/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"1/50 Gladstone St,Kew,3101,Victoria,Australia",-37.800627899999995,145.04101819999997,POINT (145.0410182 -37.80062789999999),Kew High School,29
Kew East,1/54 Clyde St,3,t,1200000.0,15/09/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"1/54 Clyde St,Kew East,3102,Victoria,Australia",-37.7963706,145.05504960000002,POINT (145.0550496 -37.7963706),Kew High School,29
