,Company,Location,Job Title,Summary,Annual_salary,Job_Type
319,Finite IT,Brisbane QLD,Data Scientist,"Must have tertiary qualifications and deep experience in Data Science, Data Engineering. … Must have experience in development of data sets, fine tuning of models…",282450.0,1
320,"Clenergy (Xiamen) Technology Co., Ltd",Melbourne VIC,International IT Manager,"Fully experienced with SAP B1, Ecommerce and Business Intelligence, with Data Analyst skills. … International IT Manager, Global IT Manager.",90000.0,0
321,Technology Recruiting Solutions,Melbourne VIC,Data Scientist,"The Data Scientist role will work with different divisions in supporting the business by providing Data Science Solutions covering data usage, data insights,…",130000.0,1
322,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
323,Michael Page,Sydney NSW,Reporting Analysis / Junior Business Analyst,Analysing data and recommending potential strategies. … Create useful business reports by analysing data using statistical methods.,65000.0,0
324,Collabera Technologies Pvt. Ltd. Inc,Brisbane QLD,Data Scientist and Lead Data Scientist,"No work eligibility is required, I am willing to sponsor the right candidate (e.g.",95000.0,0
325,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
326,Southern NSW Local Health District,Queanbeyan NSW,Rural eHealth Business Analyst - Pharmacy. Site Negotiable a...,"The Rural eHealth Business Analyst ‐ Pharmacy is responsible for managing all aspects of the development of the eMeds solution, including PharmNet, analysing…",124422.5,1
327,FourQuarters,Melbourne VIC,Data Scientist,Building complex mathematical models using unstructured and dirty data. … Data Scientist required to provide insightful predictive modelling solutions for a…,135000.0,1
328,PRA,Melbourne VIC,Data Scientist,"Act as subject matter expert in Data Science. … Post graduate qualification in statistics, mathematics or data related discipline.",160000.0,1
329,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
330,HAYS,Sydney Central Business District NSW,Change Analyst,3 years’ experience in a similar Change Analyst role for a banking or financial services organisation. This Change Analyst role is working for one of the Big 4…,215200.0,1
331,City of Melbourne,Melbourne VIC,City Research and Insights Manager,"In this exciting opportunity you will have a team of twelve professionals including economists, researchers, surveyors, analysts and data scientists;",166050.0,1
332,Government of South Australia,Adelaide SA,SENIOR INTEGRATION ANALYST (MULTIPLE VACANCIES),"The Senior Integration Analyst provides technical expertise in constructing data integration services between disparate information systems, providing data via…",93663.5,0
333,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
334,Naviro Pty Ltd,Sydney NSW,Data Scientist @ Global Trading House | Behavioral Analytics...,Deliver Data Analytics and Insights. Design and Implement Data Models. Love working on complex Data problems. Work with large and complex Real Time Trading Data…,295900.0,1
335,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
336,Bluefin Resources,Melbourne VIC,Customer Experience Analyst,Excellent data analysis and data manipulation experience. Continuous measurement and analysis of CX/NPS data. Customer Centric Large Financial Organisation.,87500.0,0
337,Sharp & Carter,Melbourne VIC,Commercial Analyst,"Extract information from diverse sources, large and complex datasets, transforming and verifying raw data into user-friendly meaningful reports.",95000.0,0
338,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
339,Finite IT,Sydney NSW,Data Scientist-Python,Experienced Data Scientist –government experience a plus. We are looking for a data scientist/mathematician who can code in python. Flexible and a team player.,199060.0,1
340,Kaizen Recruitment,Melbourne VIC,Associate Investment Analyst - Investment Research,An associate investment analyst role to gain exposure to a range of funds and asset classes at a leading independent investment research house.,65000.0,0
341,Michael Page,St Leonards NSW,Pricing/Data Analyst - Electronic Components - Global Corpor...,"Support the administration including but not limited to pricing master data updates, and quotation templates.",104910.0,1
342,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
343,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
344,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
345,Cognizant Technology Solutions,Sydney NSW,DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.,75000.0,0
346,The City of Cockburn,Cockburn WA,Business Systems Analyst (12 Month Contract),"Data migration experience, preferably with a history in data manipulation, SQL, ETL, BI or similar. Are you ready to embark on a massive Business Process…",94981.0,0
347,Morgan McKinley,Sydney Central Business District NSW,Senior Data Governance Analyst - Banking,"My client is looking for an experienced Senior Data Governance Analyst to join their Data Management team. Working with Data Governance Councils, to ensure they…",110000.0,1
348,Healthcare Professionals Group,Melbourne VIC,Payroll Analyst - Global Pharma,Input benefits accumulated data into global portal. … Review and validate data according to employee benefits. … This is an opportunity to step into a role within a…,80000.0,0
349,Tech Mahindra,North Sydney NSW,Business Consultant,"Quantitative research methodologies include data mining, creating financial models, and performing valuation analysis. … Business Consultant – Job description*.",135000.0,1
350,Pro-Tek Consulting,Sydney NSW,Business Analyst,"Enterprise, scaled web, big data etc. … Co-ordination of requirements within a programme of multiple workstreams. … Critical thinking and problem solving.",67500.0,0
351,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
352,Robert Half Australia,Melbourne VIC,Business Analyst,"Business Analyst, responsible for preparing, developing and analyzing management information in conjunction with key stakeholders.",118360.0,1
353,GIS Recruitment,Melbourne VIC,GIS Analyst/Database Officer,This outer South Eastern client is looking to appoint a GIS Analyst with 8-10 years professional industry experience including a good working knowledge of Local…,105000.0,1
354,ISOLA Group PTY LTD,Sydney NSW,ICT Business Analyst,"Occupation ICT Business and Systems Analysts. Building quality assurance and data protection processes for protecting supplier and client lists, etc;",70000.0,0
355,M &J CHICKENS P/L,Marrickville NSW,Systems Analyst,M&J CHICKENS P/L are seeking a Systems Analyst to join our fast-growing business. Develop clear system design and development specifications using data and…,94600.0,0
356,BMS Sales Recruitment,Sydney Inner Suburbs NSW,Junior Sales Operations Analyst,"Junior Sales Operations Analyst – Edtech. Maintain the CRM system with accurate data, including key contacts, networks, school details and other information to…",72500.0,0
357,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
358,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
359,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
360,Alloc8 Recruitment Solutions Pty Ltd,Sydney NSW,Data Business Analyst.,"You'll understand Data, Data Quality and Data Governance or at least have had some exposure to these areas. Working in a business critical Data related unit as…",140000.0,1
361,Goldman Sachs,Sydney NSW,Institutional Sales & Client Relationship Management Analyst,This role involves a significant amount of data management and organizational work. This is an Analyst level role and an opportunity to join the Institutional…,90000.5,0
362,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
363,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
364,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
365,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
366,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
367,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
368,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
369,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
370,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
371,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
372,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
373,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
374,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
375,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
376,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
377,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
378,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
379,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
380,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
381,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
382,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
383,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
384,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
385,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
386,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
387,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
388,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
389,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
390,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
391,Ignite,Melbourne VIC,Business Analyst,"Demonstrated experience as Analyst with ability to… 5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement.",174850.0,1
392,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries … Good understanding of Data Analysis and data management.",100000.0,0
393,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
394,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
395,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
396,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
397,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
398,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
399,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
400,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
401,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
402,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
403,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
404,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
405,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
406,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
407,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
408,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
409,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
410,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
411,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
412,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
413,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
414,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
415,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
416,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
417,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
418,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
419,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
420,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
421,Pro-Tek Consulting,Sydney NSW,Business Analyst,"Enterprise, scaled web, big data etc. Co-ordination of requirements within a programme of multiple workstreams. Critical thinking and problem solving.",67500.0,0
422,s2m Digital,North Sydney NSW,Audience/ Data Analyst- Digital Media,"Expertise in data models, database design & development, data mining and segmentation. 2 to 3 years proven local working experience as a data analyst in a…",80000.0,0
423,"Clenergy (Xiamen) Technology Co., Ltd",Melbourne VIC,International IT Manager,"Fully experienced with SAP B1, Ecommerce and Business Intelligence, with Data Analyst skills. International IT Manager, Global IT Manager.",90000.0,0
424,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
425,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
426,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
427,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…",174850.0,1
428,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
429,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
430,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
431,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
432,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
433,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
434,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
435,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
436,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
437,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
438,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
439,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
440,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
441,Pro-Tek Consulting,Sydney NSW,Business Analyst,"Co-ordination of requirements within a programme of multiple workstreams. Critical thinking and problem solving. Enterprise, scaled web, big data etc.",67500.0,0
442,s2m Digital,North Sydney NSW,Audience/ Data Analyst- Digital Media,"2 to 3 years proven local working experience as a data analyst in a… Expertise in data models, database design & development, data mining and segmentation.",80000.0,0
443,"Clenergy (Xiamen) Technology Co., Ltd",Melbourne VIC,International IT Manager,"International IT Manager, Global IT Manager. Fully experienced with SAP B1, Ecommerce and Business Intelligence, with Data Analyst skills.",90000.0,0
444,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries … Good understanding of Data Analysis and data management.",100000.0,0
445,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
446,Ignite,Melbourne VIC,Business Analyst,"Demonstrated experience as Analyst with ability to… 5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement.",174850.0,1
447,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries … Good understanding of Data Analysis and data management.",100000.0,0
448,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
449,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
450,Pro-Tek Consulting,Sydney NSW,Business Analyst,"Enterprise, scaled web, big data etc. Co-ordination of requirements within a programme of multiple workstreams. Critical thinking and problem solving.",67500.0,0
451,s2m Digital,North Sydney NSW,Audience/ Data Analyst- Digital Media,"Expertise in data models, database design & development, data mining and segmentation. 2 to 3 years proven local working experience as a data analyst in a…",80000.0,0
452,"Clenergy (Xiamen) Technology Co., Ltd",Melbourne VIC,International IT Manager,"Fully experienced with SAP B1, Ecommerce and Business Intelligence, with Data Analyst skills. International IT Manager, Global IT Manager.",90000.0,0
453,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
454,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
455,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
456,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
457,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
458,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
459,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
460,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
461,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries … Good understanding of Data Analysis and data management.",100000.0,0
462,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
463,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
464,Ignite,Melbourne VIC,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…",174850.0,1
465,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
466,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
467,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
468,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
469,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
470,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
471,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
472,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
473,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
474,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
475,Pet Circle,Sydney NSW,Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…,85000.0,0
476,Michael Page,Melbourne VIC,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…",154675.0,1
477,Bluefin Resources,Melbourne VIC,Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…",120000.0,1
478,Cognizant Technology Solutions,Melbourne VIC,Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …",100000.0,0
