,Company,Location,Salary,Job Title,Summary
1900,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
1901,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
1902,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
1903,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
1904,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
1905,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
1906,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
1907,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
1908,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
1909,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
1910,Whitcombe,Melbourne VIC,,Energy Analyst - Solar,"This role will have a primary focus on data modelling for investment opportunities, supporting the Associate Director and Directors of Project Finance, as well…"
1911,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
1912,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
1913,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
1914,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
1915,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
1916,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
1917,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
1918,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
1919,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
1920,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
1921,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
1922,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
1923,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
1924,Whitcombe,Melbourne VIC,,Energy Analyst - Solar,"This role will have a primary focus on data modelling for investment opportunities, supporting the Associate Director and Directors of Project Finance, as well…"
1925,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
1926,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
1927,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
1928,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
1929,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
1930,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
1931,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
1932,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
1933,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
1934,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
1935,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
1936,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
1937,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
1938,Whitcombe,Melbourne VIC,,Energy Analyst - Solar,"This role will have a primary focus on data modelling for investment opportunities, supporting the Associate Director and Directors of Project Finance, as well…"
1939,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
1940,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
1941,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
1942,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
1943,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
1944,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
1945,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
1946,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
1947,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
1948,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
1949,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
1950,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
1951,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
1952,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
1953,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
1954,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
1955,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
1956,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
1957,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
1958,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
1959,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
1960,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
1961,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
1962,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
1963,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
1964,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
1965,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
1966,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
1967,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
1968,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
1969,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
1970,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
1971,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
1972,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
1973,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
1974,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
1975,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
1976,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
1977,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
1978,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
1979,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
1980,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
1981,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
1982,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
1983,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
1984,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
1985,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
1986,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
1987,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
1988,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
1989,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
1990,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
1991,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
1992,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
1993,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
1994,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
1995,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
1996,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
1997,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
1998,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
1999,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
2000,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
2001,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
2002,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
2003,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
2004,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
2005,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
2006,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
2007,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
2008,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
2009,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
2010,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
2011,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
2012,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
2013,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
2014,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
2015,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
2016,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
2017,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
2018,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
2019,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
2020,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
2021,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
2022,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
2023,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
2024,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
2025,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
2026,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
2027,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
2028,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
2029,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
2030,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
2031,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
2032,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
2033,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
2034,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
2035,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
2036,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
2037,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
2038,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
2039,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
2040,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
2041,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
2042,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
2043,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
2044,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
2045,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
2046,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
2047,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
2048,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
2049,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
2050,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
2051,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
2052,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
2053,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
2054,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
2055,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
2056,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
2057,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
2058,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
2059,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
2060,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
2061,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
2062,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
2063,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
2064,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
2065,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
